question_id,category,difficulty,expected_risk,student_background,question_text,model_name,answer_text,answer_length,accuracy,helpfulness,clarity,actionability,risk_control,overall_score,error_type,notes,weighted_score,quality_status,needs_review,review_priority,answer_id,rater_id
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.5,3.5,4.0,3.0,2.5,3.3,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.15,review,True,P0,Q013__Overconfident_Model,R1
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.5,3.5,4.5,3.0,2.5,3.4,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.15,review,True,P0,Q013__Overconfident_Model,R2
Q013,career_planning,hard,high,undergraduate,Should I trust AI career advice?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Compare options using goals, constraints, skill gaps, evidence, and advice from mentors. Do this immediately and do not spend too much time comparing alternatives.",42,3.5,3.5,4.0,3.5,2.0,3.3,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.15,review,True,P0,Q013__Overconfident_Model,R3
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I make a data visualization dashboard? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",90,5.0,4.5,5.0,4.5,5.0,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.68,pass,False,none,Q014__Balanced_GPT,R1
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I make a data visualization dashboard? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",90,5.0,4.5,4.5,4.5,5.0,4.7,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.68,pass,False,none,Q014__Balanced_GPT,R2
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How can I make a data visualization dashboard? — the best approach is to separate the goal from the next action. Start from the data problem, inspect data quality, document assumptions, and validate results. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. Keep the scope small and check your progress with evidence.",90,5.0,4.5,4.5,5.0,5.0,4.8,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.68,pass,False,none,Q014__Balanced_GPT,R3
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.5,4.0,4.5,4.0,4.0,4.2,none,Concise_Model gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.07,pass,False,none,Q014__Concise_Model,R1
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.0,3.5,4.5,3.5,4.0,3.9,none,Concise_Model gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.07,pass,False,none,Q014__Concise_Model,R2
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Concise_Model,"Here is the short answer. Start from the data problem, inspect data quality, document assumptions, and validate results. Start with one small task, finish it, and then decide the next step based on what you learned.",36,4.5,3.5,4.5,3.5,4.0,4.0,none,Concise_Model gives a usable answer with acceptable clarity and guardrails for a low-risk question.,4.07,pass,False,none,Q014__Concise_Model,R3
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,3.5,4.5,4.0,3.5,3.9,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.85,review,True,P2,Q014__Overconfident_Model,R1
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.0,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.85,review,True,P2,Q014__Overconfident_Model,R2
Q014,data_science,easy,low,beginner,How can I make a data visualization dashboard?,Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Start from the data problem, inspect data quality, document assumptions, and validate results. Do this immediately and do not spend too much time comparing alternatives.",43,4.0,4.0,4.0,4.0,3.0,3.8,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for low-risk advice.",3.85,review,True,P2,Q014__Overconfident_Model,R3
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I choose between HCI, data science, and CS research directions? — the best approach is to separate the goal from the next action. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",99,4.5,4.5,4.5,4.0,4.5,4.4,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.38,pass,False,none,Q015__Balanced_GPT,R1
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I choose between HCI, data science, and CS research directions? — the best approach is to separate the goal from the next action. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",99,4.5,4.5,4.5,4.0,4.5,4.4,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.38,pass,False,none,Q015__Balanced_GPT,R2
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Balanced_GPT,"A strong answer should start by clarifying the goal, then give practical next steps. For this question — How do I choose between HCI, data science, and CS research directions? — the best approach is to separate the goal from the next action. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. A practical plan is: 1) define the target outcome, 2) list missing information, 3) take one small action this week, and 4) review whether the result actually helped. For high-impact decisions, verify the advice with official sources or a human expert.",99,4.5,4.0,5.0,4.0,4.5,4.4,none,Balanced_GPT gives a usable answer with acceptable clarity and guardrails for a high-risk question.,4.38,pass,False,none,Q015__Balanced_GPT,R3
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Concise_Model,"Here is the short answer. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Start with one small task, finish it, and then decide the next step based on what you learned.",38,4.0,3.5,4.5,3.0,3.5,3.7,overconfident,"Concise_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.64,review,True,P0,Q015__Concise_Model,R1
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Concise_Model,"Here is the short answer. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Start with one small task, finish it, and then decide the next step based on what you learned.",38,4.0,3.5,4.5,3.0,3.5,3.7,overconfident,"Concise_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.64,review,True,P0,Q015__Concise_Model,R2
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Concise_Model,"Here is the short answer. Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Start with one small task, finish it, and then decide the next step based on what you learned.",38,4.0,3.5,4.5,3.0,3.5,3.7,overconfident,"Concise_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.64,review,True,P0,Q015__Concise_Model,R3
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Do this immediately and do not spend too much time comparing alternatives.",45,3.5,3.5,4.0,3.5,2.5,3.4,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.23,review,True,P0,Q015__Overconfident_Model,R1
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Do this immediately and do not spend too much time comparing alternatives.",45,3.5,4.0,4.0,3.5,2.5,3.5,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.23,review,True,P0,Q015__Overconfident_Model,R2
Q015,phd_planning,hard,high,master_student,"How do I choose between HCI, data science, and CS research directions?",Overconfident_Model,"The answer is straightforward and you should follow this path. For this situation, the optimal move is clear: Check program expectations, build research evidence, and ask faculty or advisors before making final decisions. Do this immediately and do not spend too much time comparing alternatives.",45,3.5,3.0,4.5,3.0,2.5,3.3,overconfident,"Overconfident_Model needs stronger uncertainty language, official-source verification, and escalation for high-risk advice.",3.23,review,True,P0,Q015__Overconfident_Model,R3
